customer_id,gender,age,married,number_of_dependents,city,zip_code,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
0665-XHDJU,Male,21,Yes,0,"Monte Rio",95462,38.47104900,-123.01554900,7,72,None,Yes,34.95,Yes,Yes,"Fiber Optic",48.00,No,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",99.40,7285.70,0.00,0.00,2516.40,9802.10,Stayed,,
0666-UXTJO,Male,80,Yes,0,"Morongo Valley",92256,34.09786300,-116.59456100,4,34,"Offer C",Yes,29.66,No,Yes,"Fiber Optic",29.00,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",85.20,2874.45,0.00,0.00,1008.44,3882.89,Stayed,,
0667-NSRGI,Female,45,Yes,0,Lodi,95240,38.12354400,-121.15907800,3,48,None,Yes,17.03,Yes,Yes,DSL,15.00,No,No,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",69.55,3435.60,0.00,0.00,817.44,4253.04,Stayed,,
0670-ANMUU,Male,47,No,0,"Chino Hills",91709,33.94289500,-117.72564400,0,71,None,Yes,16.57,Yes,Yes,"Fiber Optic",5.00,Yes,No,No,Yes,No,Yes,Yes,Yes,"One Year",No,"Credit Card",97.65,6687.85,0.00,0.00,1176.47,7864.32,Stayed,,
0674-DGMAQ,Male,78,Yes,0,Elk,95432,39.10825200,-123.64512100,9,32,"Offer C",Yes,43.54,Yes,Yes,"Fiber Optic",3.00,No,Yes,Yes,No,No,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",93.50,2970.80,0.00,0.00,1393.28,4364.08,Stayed,,
0674-EYYZV,Female,41,No,0,"Los Angeles",90065,34.10883300,-118.22971500,0,1,None,Yes,36.33,No,Yes,DSL,4.00,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",54.65,54.65,0.00,0.00,36.33,90.98,Joined,,
0674-GCDXG,Male,20,No,0,Bakersfield,93308,35.55961700,-118.92518500,0,63,"Offer B",Yes,42.59,Yes,Yes,DSL,85.00,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",71.90,4479.20,0.00,0.00,2683.17,7162.37,Stayed,,
0675-NCDYU,Female,61,Yes,2,Placentia,92870,33.88115800,-117.85478300,1,72,"Offer A",Yes,28.86,Yes,Yes,"Fiber Optic",20.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",116.40,8543.25,0.00,0.00,2077.92,10621.17,Stayed,,
0678-RLHVP,Female,33,No,0,"Redwood City",94065,37.52749700,-122.23094100,0,53,"Offer B",Yes,12.92,Yes,Yes,"Fiber Optic",19.00,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",105.55,5682.25,0.00,0.00,684.76,6367.01,Stayed,,
0679-IDSTG,Female,73,Yes,0,Branscomb,95417,39.71059100,-123.68279900,1,1,None,Yes,37.30,No,Yes,"Fiber Optic",8.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.25,69.25,0.00,0.00,37.30,106.55,Churned,Competitor,"Competitor had better devices"
0679-TDGAK,Male,29,Yes,1,Fresno,93727,36.75148900,-119.68072000,1,50,None,Yes,31.83,No,Yes,Cable,47.00,Yes,No,No,Yes,Yes,Yes,Yes,No,"One Year",No,"Bank Withdrawal",75.50,4025.60,0.00,100.00,1591.50,5717.10,Stayed,,
0680-DFNNY,Male,62,Yes,0,Winters,95694,38.57860400,-122.02457900,1,15,None,Yes,40.70,Yes,Yes,"Fiber Optic",29.00,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.10,1504.05,0.00,0.00,610.50,2114.55,Churned,Competitor,"Competitor offered more data"
0682-USIXD,Female,40,Yes,0,"Diamond Bar",91765,33.99241600,-117.80787400,7,21,None,Yes,14.81,No,Yes,"Fiber Optic",25.00,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.05,1818.90,0.00,0.00,311.01,2129.91,Stayed,,
0684-AOSIH,Male,42,Yes,0,"Oro Grande",92368,34.64795900,-117.29695700,1,1,None,Yes,12.04,No,Yes,Cable,5.00,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.00,95.00,0.00,0.00,12.04,107.04,Churned,Dissatisfaction,"Network reliability"
0685-MLYYM,Female,74,No,0,"Buena Park",90620,33.84570600,-118.01220400,0,2,"Offer E",Yes,9.86,No,Yes,"Fiber Optic",21.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",70.75,154.85,0.00,0.00,19.72,174.57,Churned,Price,"Long distance charges"
0687-ZVTHB,Male,24,Yes,0,Richmond,94805,37.94145600,-122.32096800,1,65,"Offer B",Yes,26.75,Yes,Yes,Cable,51.00,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",No,"Credit Card",72.45,4653.85,14.23,0.00,1738.75,6378.37,Churned,Competitor,"Competitor offered more data"
0689-DSXGL,Female,61,Yes,1,Yreka,96097,41.76486900,-122.67131600,3,52,"Offer B",Yes,16.87,No,Yes,"Fiber Optic",24.00,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",85.80,4433.30,0.00,0.00,877.24,5310.54,Stayed,,
0689-NKYLF,Male,42,No,0,"Los Angeles",90066,34.00202800,-118.43065600,0,13,"Offer D",Yes,35.40,No,Yes,"Fiber Optic",18.00,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",83.20,1060.60,0.00,0.00,460.20,1520.80,Churned,Attitude,"Attitude of support person"
0691-IFBQW,Female,65,No,0,Biola,93606,36.79888200,-120.01951100,0,46,None,Yes,2.37,Yes,Yes,"Fiber Optic",20.00,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",110.00,4874.80,0.00,0.00,109.02,4983.82,Churned,Competitor,"Competitor made better offer"
0691-JVSYA,Female,24,Yes,0,Pasadena,91103,34.16746500,-118.16532700,5,53,None,Yes,40.62,No,Yes,"Fiber Optic",73.00,No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",94.85,5000.20,18.55,0.00,2152.86,7134.51,Churned,Competitor,"Competitor had better devices"
0691-NIKRI,Female,41,No,0,Elverta,95626,38.73499700,-121.46371900,0,40,"Offer B",Yes,16.73,Yes,Yes,"Fiber Optic",14.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",105.95,4335.20,0.00,0.00,669.20,5004.40,Stayed,,
0696-UKTOX,Male,64,No,1,"North Hills",91343,34.23880200,-118.48229600,0,23,None,Yes,8.40,No,Yes,Cable,27.00,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",54.15,1312.45,0.00,40.00,193.20,1545.65,Stayed,,
0697-ZMSWS,Male,19,No,0,"Los Angeles",90023,34.01769700,-118.20057700,0,4,None,Yes,6.91,Yes,Yes,"Fiber Optic",53.00,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.65,338.90,0.00,0.00,27.64,366.54,Churned,Dissatisfaction,"Limited range of services"
0701-RFGFI,Female,56,Yes,6,"La Mesa",91941,32.75932700,-116.99726000,6,49,"Offer B",Yes,8.18,Yes,Yes,"Fiber Optic",53.00,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.40,4613.95,0.00,0.00,400.82,5014.77,Stayed,,
0701-TJSEF,Male,45,No,0,"Santa Barbara",93105,34.03734200,-119.80079000,0,9,"Offer E",Yes,32.31,No,Yes,Cable,24.00,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",68.25,576.95,0.00,0.00,290.79,867.74,Stayed,,
0702-PGIBZ,Male,28,No,0,"Dutch Flat",95714,39.19721500,-120.83679000,0,4,"Offer E",Yes,26.16,Yes,Yes,"Fiber Optic",85.00,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.70,364.55,1.48,0.00,104.64,467.71,Churned,Competitor,"Competitor made better offer"
0707-HOVVN,Female,79,No,0,"Mi Wuk Village",95346,38.12160100,-120.13391500,0,70,"Offer A",Yes,47.27,Yes,Yes,Cable,3.00,No,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",75.50,5212.65,0.00,0.00,3308.90,8521.55,Stayed,,
0708-LGSMF,Male,56,Yes,0,Milpitas,95035,37.44193100,-121.87850200,1,13,"Offer D",Yes,14.32,Yes,Yes,DSL,4.00,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",65.85,902.25,0.00,0.00,186.16,1088.41,Stayed,,
0708-SJDIS,Female,32,No,0,"West Hollywood",90069,34.09378100,-118.38106100,0,34,"Offer C",Yes,45.28,Yes,Yes,Cable,27.00,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",65.00,2157.50,0.00,0.00,1539.52,3697.02,Stayed,,
0709-TVGUR,Female,70,No,0,Stockton,95207,38.00212500,-121.32497900,0,9,None,Yes,17.56,Yes,Yes,"Fiber Optic",27.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.55,622.90,33.25,0.00,158.04,747.69,Churned,Competitor,"Competitor had better devices"
0716-BQNDX,Male,77,No,0,Madera,93637,36.90295400,-120.19427400,0,57,None,Yes,2.21,Yes,Yes,"Fiber Optic",11.00,Yes,No,No,Yes,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",93.75,5625.55,0.00,0.00,125.97,5751.52,Stayed,,
0719-SYFRB,Female,52,No,0,Norco,92860,33.92583300,-117.55963900,0,12,"Offer D",Yes,36.24,Yes,Yes,DSL,30.00,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",61.65,713.75,0.00,0.00,434.88,1148.63,Churned,Competitor,"Competitor offered higher download speeds"
0722-SVSFK,Female,45,No,0,"Half Moon Bay",94019,37.45567000,-122.40799200,0,7,None,Yes,39.02,No,Yes,"Fiber Optic",25.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.40,715.00,0.00,0.00,273.14,988.14,Stayed,,
0722-TROQR,Female,68,No,0,Davis,95616,38.50873500,-121.67881300,0,4,None,Yes,26.23,Yes,Yes,"Fiber Optic",29.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.90,321.75,0.00,0.00,104.92,426.67,Churned,Price,"Lack of affordable download/upload speed"
0723-DRCLG,Female,73,Yes,0,Fallbrook,92028,33.36257500,-117.29964400,1,1,None,Yes,31.27,Yes,Yes,"Fiber Optic",11.00,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",74.45,74.45,0.00,10.00,31.27,115.72,Churned,Other,"Don't know"
0723-FDLAY,Male,54,No,0,"Gold Run",95717,39.17037600,-120.83840400,0,44,"Offer B",Yes,49.57,Yes,Yes,Cable,21.00,No,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",85.25,3704.15,0.00,100.00,2181.08,5985.23,Stayed,,
0725-CXOTM,Female,29,No,0,Manteca,95337,37.75082200,-121.23842300,0,36,None,Yes,44.70,Yes,Yes,DSL,59.00,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",89.65,3348.10,0.00,0.00,1609.20,4957.30,Stayed,,
0727-BMPLR,Female,66,No,0,Fresno,93706,36.65461400,-119.90367400,0,55,None,Yes,37.38,Yes,Yes,"Fiber Optic",7.00,No,No,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",100.00,5509.30,0.00,100.00,2055.90,7665.20,Churned,Competitor,"Competitor offered higher download speeds"
0727-BNRLG,Male,41,No,0,"Los Angeles",90064,34.03725100,-118.42357300,0,69,"Offer A",Yes,49.35,Yes,Yes,"Fiber Optic",30.00,No,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",97.65,6743.55,0.00,0.00,3405.15,10148.70,Stayed,,
0727-IWKVK,Male,35,Yes,0,Yermo,92398,35.01329900,-116.83409200,0,9,"Offer E",Yes,19.18,No,Yes,"Fiber Optic",27.00,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.90,741.70,0.00,0.00,172.62,914.32,Churned,Price,"Extra data charges"
0730-BGQGF,Male,48,Yes,3,"Grover Beach",93433,35.12083300,-120.61843000,1,71,"Offer A",Yes,15.71,Yes,Yes,DSL,57.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",No,"Credit Card",90.30,6287.30,0.00,100.00,1115.41,7502.71,Stayed,,
0730-KOAVE,Male,53,No,0,"Redwood City",94062,37.41056700,-122.29715200,0,30,"Offer C",Yes,41.66,Yes,Yes,"Fiber Optic",28.00,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",94.30,2679.70,0.00,0.00,1249.80,3929.50,Stayed,,
0733-VUNUW,Male,43,No,0,"San Francisco",94114,37.75808500,-122.43480100,0,24,None,Yes,8.99,Yes,Yes,DSL,5.00,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",55.65,1400.55,0.00,60.00,215.76,1676.31,Churned,Competitor,"Competitor had better devices"
0734-OXWBT,Male,44,No,1,Covina,91722,34.09734500,-117.90673600,0,3,"Offer E",Yes,25.04,No,Yes,Cable,17.00,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",70.70,225.65,0.00,0.00,75.12,300.77,Joined,,
0742-LAFQK,Male,52,Yes,0,Fullerton,92833,33.87763900,-117.96121200,1,72,None,Yes,28.86,Yes,Yes,"Fiber Optic",8.00,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",99.15,7422.10,0.00,0.00,2077.92,9500.02,Stayed,,
0742-MOABM,Male,50,Yes,0,Fallbrook,92028,33.36257500,-117.29964400,2,4,None,Yes,9.67,No,Yes,Cable,22.00,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",50.05,179.35,0.00,0.00,38.68,218.03,Churned,Competitor,"Competitor made better offer"
0742-NXBGR,Female,64,No,0,Adin,96006,41.17157800,-120.91316100,0,1,"Offer E",Yes,33.41,No,Yes,"Fiber Optic",28.00,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",82.30,82.30,0.00,0.00,33.41,115.71,Churned,Competitor,"Competitor had better devices"
0743-HNPFG,Female,50,Yes,0,"Butte City",95920,39.44979400,-121.93637200,2,51,None,Yes,17.95,No,Yes,DSL,14.00,Yes,Yes,No,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",69.75,3562.50,0.00,0.00,915.45,4477.95,Stayed,,
0744-BIKKF,Male,39,No,0,Mecca,92254,33.54383500,-115.99390600,0,72,"Offer A",Yes,11.41,Yes,Yes,DSL,17.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",86.65,6224.80,0.00,0.00,821.52,7046.32,Stayed,,
0744-GKNGE,Female,31,Yes,2,Inglewood,90305,33.95813400,-118.33090500,0,64,"Offer B",Yes,27.74,Yes,Yes,"Fiber Optic",12.00,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.80,5327.25,0.00,0.00,1775.36,7102.61,Stayed,,
0748-RDGGM,Male,38,Yes,0,Tarzana,91356,34.15713700,-118.54851100,1,70,None,Yes,39.63,No,Yes,"Fiber Optic",26.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",109.50,7534.65,0.00,0.00,2774.10,10308.75,Churned,Price,"Long distance charges"
0750-EBAIU,Male,43,No,0,Temecula,92590,33.47549300,-117.21955100,0,52,"Offer B",Yes,31.31,No,Yes,"Fiber Optic",12.00,Yes,No,Yes,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",91.25,4738.30,0.00,0.00,1628.12,6366.42,Stayed,,
0754-UKWQP,Male,63,No,0,Cool,95614,38.88062200,-120.97386500,0,2,None,Yes,37.43,No,Yes,"Fiber Optic",18.00,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.85,197.70,0.00,0.00,74.86,272.56,Churned,Competitor,"Competitor had better devices"
0757-WCUUZ,Male,29,Yes,3,"June Lake",93529,37.73026900,-119.05581300,1,54,"Offer B",Yes,36.09,Yes,Yes,DSL,59.00,No,No,Yes,No,No,Yes,Yes,Yes,"Two Year",No,"Credit Card",63.35,3409.10,0.00,0.00,1948.86,5357.96,Stayed,,
0771-CHWSK,Male,56,No,0,Brawley,92227,33.03933000,-115.19185700,0,66,"Offer A",Yes,45.57,Yes,Yes,DSL,11.00,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",74.60,4798.40,0.00,0.00,3007.62,7806.02,Stayed,,
0771-WLCLA,Female,49,Yes,1,"Big Bear Lake",92315,34.24205800,-116.89802000,8,16,"Offer D",Yes,46.45,Yes,Yes,"Fiber Optic",12.00,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",112.95,1882.55,0.00,0.00,743.20,2625.75,Stayed,,
0772-GYEQQ,Male,33,No,0,Lodi,95240,38.12354400,-121.15907800,0,3,"Offer E",Yes,49.40,No,Yes,"Fiber Optic",10.00,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",88.35,262.05,0.00,0.00,148.20,410.25,Churned,Competitor,"Competitor offered more data"
0774-IFUVM,Male,19,Yes,2,Stockton,95202,37.95970600,-121.28766900,7,11,None,Yes,16.71,Yes,Yes,DSL,59.00,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",65.15,723.35,0.00,0.00,183.81,907.16,Stayed,,
0781-LKXBR,Male,65,No,0,"San Francisco",94102,37.77950000,-122.41923300,0,9,None,Yes,48.71,Yes,Yes,"Fiber Optic",15.00,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.50,918.60,0.00,0.00,438.39,1356.99,Churned,Competitor,"Competitor had better devices"
0786-IVLAW,Female,72,No,0,"Valley Village",91607,34.16578300,-118.39979500,0,66,None,Yes,3.57,Yes,Yes,"Fiber Optic",28.00,No,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",No,"Bank Withdrawal",108.10,7238.60,0.00,0.00,235.62,7474.22,Stayed,,
0793-TWELN,Female,27,No,0,"Los Angeles",90026,34.07899100,-118.26380400,0,4,"Offer E",Yes,6.50,Yes,Yes,"Fiber Optic",73.00,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.15,319.85,0.00,0.00,26.00,345.85,Stayed,,
0795-GMVQO,Male,36,Yes,0,"San Diego",92105,32.74185900,-117.09035300,1,67,None,Yes,23.13,Yes,Yes,"Fiber Optic",24.00,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",109.90,7332.40,0.00,0.00,1549.71,8882.11,Stayed,,
0795-LAFGP,Male,25,Yes,0,Fullerton,92835,33.90221100,-117.91492200,1,71,None,Yes,3.57,Yes,Yes,DSL,52.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",90.40,6668.05,0.00,0.00,253.47,6921.52,Stayed,,
0799-DDIHE,Female,24,Yes,3,Grenada,96038,41.59997800,-122.53938100,7,15,"Offer D",Yes,24.27,No,Yes,Cable,27.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",46.30,639.45,0.00,0.00,364.05,1003.50,Stayed,,
0807-ZABDG,Female,43,No,2,Woodland,95776,38.69408100,-121.69443100,0,3,"Offer E",Yes,26.04,No,Yes,Cable,16.00,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",55.10,154.65,0.00,0.00,78.12,232.77,Churned,Competitor,"Competitor offered higher download speeds"
0810-BDHAW,Female,54,Yes,0,Chowchilla,93610,37.10094800,-120.27013600,4,24,None,Yes,31.62,Yes,Yes,DSL,12.00,Yes,Yes,No,No,Yes,Yes,Yes,No,"One Year",No,"Bank Withdrawal",78.40,1832.40,0.00,130.00,758.88,2721.28,Stayed,,
0810-DHDBD,Female,31,No,0,"Rohnert Park",94928,38.34719000,-122.69782200,0,52,None,Yes,21.38,Yes,Yes,Cable,21.00,Yes,No,Yes,Yes,Yes,No,No,Yes,"One Year",No,"Credit Card",74.00,3877.65,0.00,0.00,1111.76,4989.41,Stayed,,
0812-WUPTB,Male,65,Yes,0,"Corona Del Mar",92625,33.60098700,-117.86273400,1,1,"Offer E",Yes,49.60,No,Yes,"Fiber Optic",13.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",70.85,70.85,0.00,0.00,49.60,120.45,Churned,Price,"Long distance charges"
0813-TAXXS,Male,48,No,0,Alderpoint,95511,40.16602800,-123.58414400,0,55,None,Yes,26.30,Yes,Yes,DSL,23.00,No,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",77.80,4323.35,0.00,0.00,1446.50,5769.85,Stayed,,
0815-MFZGM,Female,54,Yes,0,"Morgan Hill",95037,37.16154400,-121.64937100,9,42,None,Yes,1.31,No,Yes,"Fiber Optic",17.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",99.00,4135.00,0.00,0.00,55.02,4190.02,Stayed,,
0817-HSUSE,Male,26,No,0,Altadena,91001,34.19683700,-118.14223600,0,1,None,Yes,5.63,No,Yes,Cable,52.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.50,75.50,0.00,0.00,5.63,81.13,Joined,,
0818-OCPZO,Male,80,No,0,"Los Angeles",90059,33.92725400,-118.24982600,0,27,None,Yes,42.91,Yes,Yes,"Fiber Optic",5.00,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.45,2122.05,0.00,0.00,1158.57,3280.62,Churned,Competitor,"Competitor offered more data"
0820-FNRNX,Male,48,Yes,3,Lafayette,94549,37.90777700,-122.12716100,1,17,"Offer D",Yes,29.87,Yes,Yes,DSL,53.00,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",66.70,1077.05,0.00,0.00,507.79,1584.84,Stayed,,
0822-QGCXA,Female,76,Yes,0,"Los Angeles",90068,34.13741100,-118.32891500,5,27,"Offer C",Yes,3.43,Yes,Yes,DSL,21.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",83.85,2310.20,0.00,0.00,92.61,2402.81,Stayed,,
0824-VWDPO,Female,58,No,0,Mckinleyville,95519,40.96501100,-124.01525500,0,45,None,Yes,1.57,Yes,Yes,"Fiber Optic",30.00,Yes,Yes,No,No,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",96.75,4442.75,0.00,0.00,70.65,4513.40,Stayed,,
0829-XXPLX,Female,48,No,0,Cutler,93615,36.49789500,-119.28548400,0,20,None,Yes,30.52,No,Yes,"Fiber Optic",21.00,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.40,1871.15,0.00,0.00,610.40,2481.55,Stayed,,
0835-JKADZ,Female,29,No,0,"San Francisco",94107,37.76888100,-122.39552100,0,71,None,Yes,41.92,Yes,Yes,"Fiber Optic",53.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",111.25,7984.15,0.00,0.00,2976.32,10960.47,Stayed,,
0839-JTCUD,Female,31,Yes,0,"Mission Viejo",92691,33.61194500,-117.66586700,9,66,None,Yes,36.36,Yes,Yes,Cable,3.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",89.90,5958.85,0.00,0.00,2399.76,8358.61,Stayed,,
0840-DCNZE,Male,33,No,0,"Newport Beach",92661,33.60130900,-117.90230400,0,47,"Offer B",Yes,36.78,No,Yes,DSL,25.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",-2.00,4138.90,0.00,0.00,1728.66,5867.56,Stayed,,
0840-DFEZH,Female,63,No,0,"Los Angeles",90036,34.07029100,-118.34919100,0,7,None,Yes,25.17,Yes,Yes,"Fiber Optic",17.00,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.35,564.65,0.00,0.00,176.19,740.84,Stayed,,
0842-IWYCP,Female,19,No,0,Helendale,92342,34.75778300,-117.33997000,0,46,None,Yes,40.32,No,Yes,Cable,51.00,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",44.95,2168.90,0.00,0.00,1854.72,4023.62,Stayed,,
0843-WTBXE,Male,38,No,0,"San Diego",92126,32.88692500,-117.15216200,0,53,None,Yes,16.43,Yes,Yes,"Fiber Optic",29.00,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",85.45,4517.25,0.00,0.00,870.79,5388.04,Churned,Other,"Don't know"
0848-ZGQIJ,Female,56,Yes,0,Saratoga,95070,37.25777200,-122.05182400,3,16,"Offer D",Yes,10.50,No,Yes,"Fiber Optic",2.00,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.65,1461.15,0.00,0.00,168.00,1629.15,Stayed,,
0851-DFJKB,Female,57,No,0,Concord,94518,37.95024800,-122.02245500,0,15,None,Yes,30.54,No,Yes,DSL,11.00,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",58.95,955.15,0.00,0.00,458.10,1413.25,Stayed,,
0853-NWIFK,Female,27,No,0,Woodacre,94973,38.00583900,-122.63815500,0,45,None,Yes,1.03,No,Yes,"Fiber Optic",47.00,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",100.30,4483.95,0.00,0.00,46.35,4530.30,Stayed,,
0853-TWRVK,Male,59,Yes,0,"North Hollywood",91606,34.18759900,-118.38712500,5,72,None,Yes,6.15,Yes,Yes,"Fiber Optic",5.00,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",105.60,7581.50,0.00,0.00,442.80,8024.30,Stayed,,
0856-NAOES,Male,29,No,0,Concord,94519,37.99011800,-122.01218800,0,6,"Offer E",Yes,45.67,No,Yes,DSL,71.00,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",60.90,414.10,0.00,0.00,274.02,688.12,Stayed,,
